FeatureID	sa1	sa2	sa3	sa4	sa5	sa6	sa7	sa8	sa9	sa10	sa11	sa12	sa13	sa14	sa15	sa16	sa17	sa18	sa19	sa20	sa21	sa22	sa23	sa24	sa25	sa26	sa27	sa28	sa29	sa30	sa31	sa32	sa33	sa34	sa35	sa36	sa37	sa38	sa39	sa40	sa41	sa42	sa43	sa44	sa45	sa46	sa47	sa48	sa49	sa50	sa51	sa52	sa53	sa54	sa55	sa56	sa57	sa58	sa59	sa60	sa61	sa62	sa63	sa64	sa65	sa66	sa67	sa68	sa69	sa70	sa71	sa72	sa73	sa74	sa75	sa76	sa77	sa78	sa79	sa80	sa81	sa82	sa83	sa84	sa85	sa86	sa87	sa88	sa89	sa90	sa91	sa92	sa93	sa94	sa95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135
Odoribacter	17	4	10	3	9	0	22	35	10	5	27	22	2	6	39	9	153	1	2	21	75	11	23	1	1	11	32	6	14	32	54	13	32	43	89	23	17	92	32	6	344	15	28	133	13	35	2	5	14	10	7	19	25	6	32	57	32	43	24	100	76	10	38	37	6	12	35	8	14	26	24	22	6	234	58	6	64	16	69	101	49	2	46	16	32	45	3	25	48	38	8	19	9	50	87	37	0	9	32	23	34	94	57	0	4	45	53	46	103	67	13	49	28	1	12	90	24	0	38	48	38	6	10	1	64	20	2	82	30	95	6	26	86	0	41
Olsenella	0	0	1	1	0	0	0	0	0	1	1	1	0	0	1	2	0	0	2	0	4	13	0	0	0	184	0	1	0	4	0	24	0	1	3	52	5	4	0	2	11	1	0	60	2	0	0	3	0	3	1	2	3	15	0	8	0	1	1	1	0	0	1	0	12	4	0	0	9	0	8	1	3	19	0	7	2	6	1	3	0	24	0	0	12	2	0	2	1	0	1	59	45	28	1	4	0	0	35	0	3	7	7	0	4	0	1	0	0	0	0	0	56	0	33	1	0	0	0	27	0	0	0	0	7	0	0	0	0	7	0	0	0	0	0
Oribacterium	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	6	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oscillibacter	53	2	3	34	2	4	11	47	3	1	0	108	0	5	85	3	200	3	6	18	3	237	100	17	2	15	27	3	34	62	157	27	116	117	184	204	100	251	49	28	163	124	45	280	64	187	10	33	34	189	105	57	133	41	56	132	211	77	86	189	101	106	24	122	165	131	79	4	163	125	441	104	91	228	192	118	160	66	248	121	220	54	54	140	190	147	34	193	152	63	25	125	106	128	102	38	10	10	48	120	28	107	51	83	43	52	219	298	295	69	26	37	140	12	100	78	89	33	75	97	109	39	53	24	43	36	3	31	108	254	47	24	59	48	223
Parabacteroides	341	276	470	154	490	15	593	126	22	33	448	446	48	16	432	20	44	526	33	383	1243	239	71	97	8	34	331	30	148	96	188	54	170	1535	272	285	417	1093	98	46	189	496	444	414	145	201	140	53	222	153	35	249	23	138	73	661	461	74	27	411	789	84	154	197	161	173	133	37	267	42	322	964	194	311	729	97	133	165	626	344	605	240	212	85	145	281	61	556	49	125	46	161	87	521	266	2163	786	257	334	287	299	1181	1061	313	322	531	556	227	593	229	130	1901	217	28	126	301	501	511	2252	314	756	174	235	220	69	2690	11	740	1399	708	177	542	503	671	467
Paraprevotella	3	4	609	69	5	5	11	558	5	7	3	9	0	3	491	2	13	7	22	463	5	6	5	358	5	14	4	2	4	3	7	34	0	2	17	10	23	2	1	60	1	1	189	10	49	258	6	0	214	150	5	2	124	177	16	6	0	1	1	305	778	2	320	4	17	2	9	408	1	0	57	746	0	4	0	12	8	237	10	0	2	7	225	8	351	5	8	1	0	2	2	2	111	11	0	0	0	204	0	909	433	693	144	634	0	0	227	0	1	0	0	0	248	0	0	106	54	166	1	455	154	158	0	0	0	0	118	970	0	0	431	136	170	0	37
Parasutterella	54	1118	234	7	17	10	68	53	4	119	600	25	418	5	19	556	262	303	12	9	10	25	148	0	11	22	7	7	50	8	482	3	0	5	16	13	8	27	93	3	61	6	6	37	12	18	319	2	5	10	8	52	75	15	11	830	521	117	158	161	21	23	13	47	115	7	34	3272	1	13	12	19	214	21	12	5	15	103	13	12	3	164	20	4	3	181	11	44	6	303	6	195	7	24	58	3	26	11	28	0	0	4	24	23	79	148	5	11	178	243	5	6	0	4	1	15	0	10	284	202	12	152	12	0	0	2	0	0	384	42	33	261	0	0	0
Parvimonas	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	0	1	0	0	0	0	3	3	0	5	15	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	5	0	2	0	0	0
Pediococcus	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	253	2	0	5	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	230	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptococcus	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	2	0	1	0	0	1	0	0	0	0	0	46	0	14	97	0	69	2	12	1	1	117	0	0	0	0	0	0	1	0	1	0	0	0	43	102	0	1	0	0	1	0	0	0	0	0	0	82	0	0	0	2	153	0	140	0	0	0	0	0	1	71	1	0	1	0	0	1	0	0	118	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptoniphilus	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	3	0	0	0	0	0	2	0	17	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0
Peptostreptococcus	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	10	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1
Phascolarctobacterium	5	277	1575	4	20	1	40	0	0	61	342	4	1	2	371	16	7	1	319	0	7	1	0	623	2	32	6	4	3	5	4	11	11	1	20	10	134	4	1	190	12	54	85	204	57	3	1120	108	5	87	3	5	93	248	1	576	204	135	1	408	289	51	5	177	681	193	6	4	1	0	7	32	445	85	3	3	5	3	11	2	22	33	13	6	83	8	3	23	101	116	66	2	7	4	11	10	0	271	110	5	0	6	51	0	179	43	41	1187	112	0	273	0	20	37	0	93	6	103	141	5	51	42	7	0	32	265	654	258	0	6	229	0	902	197	240
Porphyromonas	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0
Prevotella	25	1584	4659	344	38	1824	79	11	34	29	37	34	1	27	299	42	84	16	6043	15	72	7	28	10	35	6706	29	45	9	3018	41	3650	3516	19	8091	1736	1736	21	12	1737	8	86	21	724	27	1315	13	47	4519	71	6596	967	1449	2783	1632	116	29	23	4887	13419	95	12	10800	14	222	111	9973	907	543	1105	236	211	6360	62	1186	293	63	396	60	6345	57	2273	188	24	58	15	4173	1748	35	400	41	24	4001	38	45	3	0	0	1	1	0	696	125	1285	23002	0	0	2	0	0	0	1	0	0	181	69	10	0	0	1524	746	15	136	0	0	0	7461	0	0	0	0	40	30	15	0
Pseudobutyrivibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	57	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Pseudoflavonifractor	9	0	0	0	0	0	0	3	0	0	2	1	0	0	1	0	10	0	0	1	0	4	1	1	0	0	0	0	0	1	0	0	2	1	2	0	1	12	2	1	11	3	4	14	2	2	0	0	8	2	2	2	5	1	2	1	0	0	0	3	3	4	6	0	11	5	0	2	4	1	8	1	3	11	8	1	3	5	1	0	0	1	0	0	2	8	0	2	3	5	0	1	0	2	0	0	12	4	2	5	2	0	0	5	2	1	3	4	1	1	3	4	1	0	6	1	10	5	8	13	3	0	1	2	2	2	1	2	9	0	0	1	0	0	6
Romboutsia	10	14	0	2	0	2053	2	0	2	1	8	52	0	0	4	71	124	0	2	43	2	9	0	13	2	3	113	2	0	125	2	26	12	85	14	102	36	7	3	6	91	116	83	371	43	11	1	59	1	72	142	0	35	169	1	195	1	41	85	2	54	106	83	38	1	8	114	1130	231	23	2	45	53	63	25	72	39	39	23	19	26	14	2	7	22	96	121	151	36	60	4	20	30	88	0	1	4	19	23	18	17	13	25	57	38	1	8	3	2	11	10	32	20	17	56	2	38	8	1	32	104	32	10	22	27	2	399	55	48	27	8	36	5	6	7
Roseburia	2325	985	14	935	276	32	550	12	35	12	40	3874	38	536	707	475	3401	20	143	2590	1667	522	3348	12	891	1491	1832	27	1092	1740	1354	956	998	6752	3524	224	736	908	4700	2887	68	116	3372	927	1192	474	2781	1298	353	4808	2644	1408	447	523	233	3127	1599	754	3418	1918	3363	2667	1079	1190	1335	1126	3929	741	404	1210	311	2397	2837	229	3167	990	1047	926	3286	2230	399	3232	1976	2115	1008	2829	1671	1499	127	3919	1570	1829	3327	3761	165	7616	1134	5575	2663	932	15738	6591	1472	3683	4518	808	3096	1803	62	3915	15885	28	3413	1796	3123	2672	1107	3777	3313	819	2307	3653	1071	7105	8184	7046	8956	8155	1053	4009	15609	9314	604	441	5184
Rothia	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Ruminococcus	27	7	9	6	14	13	823	3	14	11	9	782	2	14	135	26	23	3	12	555	13	225	9	5	17	56	24	21	4	3209	202	335	200	69	545	360	282	742	639	1345	554	730	15	2062	193	572	14	326	61	669	761	613	605	2207	53	2152	285	535	362	360	420	809	13	2194	1378	687	853	7	63	318	196	719	199	1095	462	220	37	304	522	302	553	930	1255	217	506	5011	64	422	633	435	94	548	2652	902	123	750	125	851	595	1681	306	1346	389	334	657	260	604	2775	92	1363	61	7	1386	166	1079	1135	64	1103	413	3120	1642	226	406	58	1627	307	853	1462	1	441	701	941	496	0	1919
Ruminococcus2	8	8	1	6	8	4	13	214	4	3	51	90	20	173	216	731	31	10	8	130	67	77	90	535	9	28	152	12	216	128	32	152	177	408	106	789	177	261	120	318	185	110	293	516	156	169	67	359	221	429	289	214	214	775	24	536	192	239	262	178	673	143	134	296	466	607	449	191	292	317	259	319	88	385	1018	243	85	97	309	230	620	1276	261	105	121	519	138	457	90	169	209	47	115	110	101	81	86	779	140	82	1034	788	357	146	446	250	569	1052	130	176	199	379	104	321	639	219	402	5	547	396	159	821	206	491	144	39	700	619	305	98	977	280	898	336	266
Scardovia	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
Senegalimassilia	6	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	1	0	1	24	0	14	0	0	0	8	0	0	0	3	3	6	28	1	50	78	13	41	0	35	1	1	1	188	1	0	1	42	0	151	0	20	3	129	4	74	1	6	9	17	41	0	0	0	80	41	17	2	0	0	134	0	21	22	0	25	16	2	1	4	80	136	30	1	18	2	11	25	13	0	25	2	20	6	3	0	0	0	5	10	0	147	13	0	4	9	637	0	0	0	0	0	4	0	186	0	232	0	0	0	0	0	4	0	0	3	0	0	0	25	0	0	0	0	51
Slackia	1	0	0	5	0	0	0	0	0	0	2	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	9	0	1	0	0	0	0	2	2	0	5	0	0	5	0	0	1	1	2	4	2	5	24	2	0	4	1	39	0	2	0	4	0	57	2	9	0	27	46	34	9	0	18	0	14	1	22	61	0	0	0	0	12	9	0	5	0	0	4	23	1	3	16	0	25	0	13	25	0	0	0	2	1	0	9	0	41	0	16	0	3	0	0	0	11	0	23	0	109	16	57	0	0	0	0	0	0	0	0	2	0	0	0	24	0	0	0	0	0
Solobacterium	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	1	1	2	0	2	0	0	3	0
Sporobacter	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	1	2	5	4	0	1	3	3	4	31	1	6	0	1	4	2	3	0	0	1	1	3	5	10	4	2	7	0	0	0	0	2	2	0	6	1	3	0	0	7	7	4	1	1	5	4	3	1	0	3	5	10	1	6	2	2	0	1	1	0	1	0	0	1	0	0	1	1	0	0	1	1	4	3	5	1	0	8	9	0	2	2	5	1	0	7	3	1	1	1	0	0	0	0	0	3	0	0	2	0	10
Staphylococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
Stomatobaculum	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus	8	47	56	83	127	1680	55	32	1386	92	12	19	286	747	9	20	166	15	34	13	20	106	9	25	4	484	273	3	159	2141	17	9	9	133	111	80	62	43	28	14	14	15	14	15	14	12	82	82	7	215	45	10	4	81	0	168	22	16	103	41	76	9	76	113	37	1	115	298	53	35	46	55	60	12	19	23	52	34	37	23	81	43	18	3	7	26	82	23	92	28	10	13	718	71	5	25	4511	60	7	2	105	49	5	27	0	42	32	241	36	26	89	103	65	13	22	5	34	9	17	67	10	57	16	76	67	12	556	65	81	36	27	15	32	541	212
Streptophyta	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	2	1	8	1	0	0	5	0	0	0	0	4	22	3	0	0	0	4	0	11	0	0	0	0	0	12	0	0	0	49	0	0	0	1	2	0	1	0	0	0	0	1	5	1	0	0	0	0	0	0	0	17	0	2	1	0	0	0	1	0	2	1	0	0	2	3	0	1	0	0	0	0	1	0	0	0	1	24	1	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	2	0	0	0	0	1	0
Subdoligranulum	1	0	0	1	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	3	1	1	1	0	0	0	0	4	1	0	1	1	0	1	0	2	0	2	1	0	1	0	0	0	1	0	0	1	0	0	2	0	3	6	0	9	1	0	18	0	0	1	0	1	2	2	0	0	3	0	0	2	0	1	1	0	1	0	3	0	0	0	2	1	0	1	1	6	0	1	0	2	0	12	5	1	1	3	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	1	3	39	3
Succiniclasticum	7	1	6	0	4	1	3	0	1	2	1	3	0	2	4	2	4	0	9	4	12	0	1	0	2	9	0	1	2	3	0	53	0	1	0	2	2	1	0	1	0	0	0	3	0	1	3	0	0	4	0	93	2	2	66	10	0	97	0	1	2	1	1	1	0	6	2	2	0	0	0	3	0	0	0	0	2	1	0	0	0	1	0	2	0	1	0	2235	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0
Succinivibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	2	3	10	10	4	1	0	2	1	1	1	22	3	2	0	0	2	0	10	3	0	0	0	3	4	3	6	3	8	1	3	3	6	1	9	0	2	17326	8	5	1	2	4	0	0	0	2	0	4	1	20	0	66	1	1	1	1	27	5	2	2	8	3	4	15	0	0	0	0	0	0	0	4752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sutterella	0	3	4	6	556	326	19	4	12	3	4	184	2	129	84	9	12	3	422	350	690	122	4	2	1183	31	24	63	1	8	5	75	142	16	194	137	65	576	3	6	3	35	315	77	89	191	4	1	767	10	60	2	1	10	224	15	0	3	0	3	772	91	321	0	0	2	9	12	40	0	98	503	0	86	475	24	314	2	384	338	7	5	1182	6	56	4	71	1379	67	2	7	0	101	551	3	323	70	115	29	289	24	410	69	0	0	0	346	25	22	1	200	9	163	36	6	764	8	0	0	0	132	0	59	1	1	572	234	85	0	393	1	0	24	0	3
Terrisporobacter	0	0	0	1	23	1	0	0	51	1	0	2	0	2	1	2	3	0	2	0	1	1	0	0	0	0	0	1	0	10	0	22	0	1	5	2	9	0	0	0	0	1	3	133	2	1	1	0	0	16	1	6	34	58	0	2	0	11	11	3	21	0	3	0	0	0	3	3	0	0	0	9	1	49	0	4	11	1	1	0	0	3	0	0	8	16	0	66	0	0	1	0	17	0	0	0	0	25	0	7	0	0	0	10	3	0	0	1	0	0	0	9	25	0	11	0	0	0	0	3	18	14	3	2	1	0	3	3	0	5	0	0	15	3	0
Turicibacter	0	1	0	0	1	2	65	3	3	0	0	3	0	2	1	11	24	1	0	2	0	1	0	2	0	5	1	0	0	23	1	8	0	3	3	1	1	3	2	0	0	0	2	190	1	0	0	0	0	178	34	1	8	2	0	2	0	16	9	2	2	4	2	0	0	0	1	23	11	0	1	0	0	10	1	2	1	0	11	29	1	4	3	0	5	23	19	5	0	3	11	1	1	5	0	0	0	28	1	2	0	1	0	3	0	0	3	3	0	5	0	48	14	0	2	4	0	0	0	62	33	2	14	0	1	0	1	0	0	11	0	0	0	39	0
Varibaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	10	0	0	12	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	13
Veillonella	0	4	2	3	760	963	5	1	4	0	1	6	21	40	3	6	4	1	21	3	1	0	0	0	31	104	3	133	18	26	6	37	0	14	23	2	5	20	0	0	0	0	0	10	0	1	1	0	1	0	7	0	3	64	0	4	0	1	83	34	2	4	20	0	0	0	3	6	0	0	0	1	0	1	25	0	4	3	2	0	1	18	0	0	28	2	0	2	1	6	0	0	18	19	0	1	800	16	0	4	1	0	0	0	0	6	0	2	7	0	16	1	9	2	1	1	0	0	2	27	2	1	0	0	39	3	6	1	2	26	0	0	0	10	0
Victivallis	2	0	1	2	3	2	10	0	3	5	1	4	0	0	5	0	11	1	5	0	3	2	0	1	0	3	1	1	0	1	1	11	0	0	0	1	4	2	0	1	6	27	12	258	2	33	0	0	10	1	0	3	10	1	2	11	9	0	0	6	14	3	2	45	0	9	0	1	0	0	83	0	0	190	0	132	0	15	2	4	48	0	1	0	72	75	1	54	1	10	0	2	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	5	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0
Weissella	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
unclassified_Acanthopleuribacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Acetobacteraceae	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	1	0	6	0	1	0	1	0	0	0	0	0	13	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Acidaminococcaceae	8	2	21	1	6	3	0	0	0	0	11	2	0	0	15	1	6	0	88	2	1	0	0	4	0	32	1	1	1	0	1	7	340	1	4	2	2	0	0	2	2	7	6	3	1	4	15	1	159	6	0	7	6	21	5	25	2	13	0	12	8	1	3	4	16	2	3	0	0	0	199	10	1	6	1	9	5	1	19	0	136	345	4	84	1	2	2	180	0	5	3	2	4	2	369	0	0	1	1	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	3	0	0	1475	0	0	133	0	0	0	0	2	0	0	0	2	3	0	0
unclassified_Actinomycetaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
unclassified_Aerococcaceae	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
